20 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
40 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
60 0 0 0 0 0 0 0 0 0.333333 0.666667 0 0 0 0 0 0 
80 0 0 0 0 0 0 0 0 0.333333 0.333333 0.333333 0 0 0 0 0 
100 0 0 0 0 0 0 0 0 0.333333 0.333333 0.333333 0 0 0 0 0 
120 0 0 0 0 0 0 0 0 0.5 0.25 0.25 0 0 0 0 0 
140 0 0 0 0 0 0 0 0.25 0.25 0.25 0.25 0 0 0 0 0 
160 0 0 0 0 0 0 0 0.25 0.25 0.25 0.25 0 0 0 0 0 
180 0 0 0 0 0 0 0 0.25 0.25 0.25 0.25 0 0 0 0 0 
200 0 0 0 0 0 0 0 0.4 0.2 0.2 0.2 0 0 0 0 0 
220 0 0 0 0 0 0 0.2 0.2 0.2 0.2 0.2 0 0 0 0 0 
240 0 0 0 0 0 0 0.166667 0.166667 0.166667 0.166667 0.333333 0 0 0 0 0 
260 0 0 0 0 0 0 0.142857 0.142857 0.285714 0.142857 0.142857 0.142857 0 0 0 0 
280 0 0 0 0 0 0 0.142857 0.142857 0.285714 0.142857 0.142857 0.142857 0 0 0 0 
300 0 0 0 0 0 0 0.111111 0.111111 0.333333 0.111111 0.222222 0.111111 0 0 0 0 
320 0 0 0 0 0 0 0.166667 0.0833333 0.25 0.166667 0.25 0.0833333 0 0 0 0 
340 0 0 0 0 0 0.0769231 0.0769231 0.153846 0.153846 0.153846 0.153846 0.230769 0 0 0 0 
360 0 0 0 0 0 0.1875 0.0625 0.125 0.125 0.125 0.1875 0.125 0.0625 0 0 0 
380 0 0 0 0 0.0555556 0.0555556 0.111111 0.111111 0.111111 0.111111 0.166667 0.222222 0.0555556 0 0 0 
400 0 0 0 0 0.0454545 0.0454545 0.181818 0.0909091 0.0909091 0.0909091 0.181818 0.181818 0.0909091 0 0 0 
420 0 0 0 0 0.0416667 0.0833333 0.0833333 0.125 0.125 0.125 0.125 0.166667 0.0833333 0.0416667 0 0 
440 0 0 0 0 0.0357143 0.0714286 0.0714286 0.107143 0.142857 0.107143 0.142857 0.142857 0.107143 0.0714286 0 0 
460 0 0 0 0 0.0333333 0.0666667 0.0666667 0.1 0.133333 0.1 0.133333 0.166667 0.1 0.0666667 0.0333333 0 
480 0 0 0 0 0.0645161 0.0645161 0.0645161 0.0967742 0.129032 0.0967742 0.129032 0.129032 0.129032 0.0645161 0.0322581 0 
500 0 0 0 0.027027 0.0540541 0.0810811 0.0540541 0.108108 0.135135 0.0810811 0.108108 0.135135 0.108108 0.0810811 0.027027 0 
520 0 0 0 0.025 0.05 0.075 0.075 0.075 0.125 0.1 0.15 0.125 0.1 0.05 0.05 0 
540 0 0 0 0.0217391 0.0434783 0.0652174 0.0652174 0.0869565 0.130435 0.130435 0.108696 0.108696 0.108696 0.0869565 0.0217391 0.0217391 
560 0 0 0 0.0192308 0.0384615 0.0576923 0.0576923 0.0961538 0.115385 0.134615 0.115385 0.0961538 0.134615 0.0576923 0.0576923 0.0192308 
580 0 0 0 0.015873 0.031746 0.0634921 0.0793651 0.0952381 0.111111 0.142857 0.126984 0.0952381 0.0793651 0.0952381 0.031746 0.031746 
600 0 0 0 0.0289855 0.0434783 0.0434783 0.0869565 0.0869565 0.130435 0.130435 0.115942 0.101449 0.0869565 0.057971 0.057971 0.0289855 
620 0 0 0.0126582 0.0126582 0.0379747 0.0506329 0.0632911 0.113924 0.113924 0.113924 0.101266 0.101266 0.0759494 0.0886076 0.0379747 0.0759494 
