1000 1 31.8808
1000 2 16.1662
1000 4 9.05529
1000 8 5.27042
2000 1 66.0622
2000 2 33.4475
2000 4 17.2269
2000 8 9.71059
4000 1 130.459
4000 2 67.9351
4000 4 35.83
4000 8 20.1777
8000 1 266.256
8000 2 133.241
8000 4 67.9172
8000 8 37.9464
