20 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
40 0 0 0 0 0 0 0 0.563946 0.161998 0.274056 0 0 0 0 0 0 
60 0 0 0 0 0 0 0.381759 0.157837 0.271983 0.105407 0.0830147 0 0 0 0 0 
80 0 0 0 0 0 0.276766 0.131749 0.232644 0.156125 0.137303 0.0357914 0.0296205 0 0 0 0 
100 0 0 0 0 0.210057 0.105128 0.190457 0.168284 0.154425 0.08137 0.0653336 0.0154425 0.00950307 0 0 0 
120 0 0 0 0.160859 0.0878667 0.164027 0.155764 0.150255 0.106184 0.0929624 0.0418675 0.0315384 0.00537116 0.00330533 0 0 
140 0 0 0.127748 0.0701043 0.145071 0.134941 0.143957 0.116604 0.105663 0.0646338 0.0538952 0.0193496 0.0148921 0.00192483 0.00121568 0 
160 0 0.102321 0.0581477 0.125689 0.116373 0.13058 0.120022 0.111171 0.0819036 0.0704138 0.036876 0.0294232 0.00970422 0.0062107 0.000698704 0.000465802 
180 0.0839114 0.047695 0.10779 0.100424 0.118225 0.115831 0.110306 0.0921368 0.0815788 0.0530968 0.0443803 0.0208704 0.0165736 0.0041127 0.00263949 0.000429685 
200 0.109547 0.0927317 0.0867619 0.107507 0.105567 0.106512 0.0962141 0.0877071 0.0668126 0.0570121 0.0329834 0.0276603 0.0111437 0.00875578 0.0018407 0.00124372 
220 0.144914 0.101723 0.0976101 0.0951421 0.10123 0.0953478 0.0901649 0.074781 0.0664308 0.0461931 0.0382954 0.0198675 0.0167003 0.00621118 0.00411336 0.00127514 
240 0.164171 0.124062 0.0965734 0.0935652 0.0929083 0.089416 0.0798036 0.0727499 0.0556689 0.0481657 0.0305314 0.0252066 0.012344 0.00943951 0.0031465 0.0022475 
260 0.182665 0.131767 0.106304 0.0907724 0.0868233 0.0818426 0.0755946 0.0636291 0.0562612 0.0396687 0.0342165 0.0194512 0.0165336 0.00660163 0.00557013 0.00229878 
280 0.19331 0.144938 0.108182 0.092931 0.0820772 0.0766376 0.068834 0.0614372 0.0486261 0.0420681 0.0275285 0.0234107 0.0122518 0.0100404 0.00434661 0.0033807 
300 0.202963 0.150827 0.11559 0.0913158 0.0809506 0.0715156 0.0650262 0.0551483 0.0486368 0.0358353 0.0307413 0.0182277 0.0159022 0.00766317 0.00629 0.00336648 
320 0.20866 0.15872 0.117716 0.0945659 0.0778022 0.0692354 0.0599482 0.0538541 0.0427172 0.0372267 0.0257199 0.0216701 0.0121493 0.0105333 0.00523744 0.00424447 
340 0.213641 0.162512 0.123251 0.0938573 0.0784185 0.0655155 0.0586673 0.048576 0.0431078 0.0323955 0.027462 0.0181643 0.0149558 0.0083835 0.0069 0.00419175 
360 0.216571 0.167203 0.124821 0.0973515 0.0763146 0.0654653 0.0542774 0.0481679 0.0385805 0.0333174 0.0240994 0.0198366 0.012773 0.0100491 0.00623259 0.00493991 
380 0.218798 0.169524 0.128966 0.0969043 0.0783247 0.0624801 0.0540399 0.0441629 0.0387755 0.0297965 0.0252379 0.0176541 0.0139658 0.00907571 0.00700363 0.00529071 
400 0.219773 0.172654 0.129724 0.100286 0.0766699 0.063478 0.0508722 0.044376 0.0351243 0.0306355 0.022668 0.0184412 0.0128053 0.00996247 0.00673308 0.00579793 
420 0.220414 0.173677 0.133072 0.0999423 0.0788024 0.061248 0.0516338 0.0412618 0.0358326 0.0275758 0.0233908 0.0169888 0.0135617 0.00932011 0.00737465 0.00590424 
440 0.220272 0.175488 0.133538 0.10272 0.0777667 0.0627287 0.0491852 0.0419085 0.0330135 0.0284268 0.0211294 0.0176663 0.0126055 0.0099463 0.00734892 0.00625638 
460 0.220021 0.175826 0.13596 0.102527 0.0798446 0.0610953 0.0503249 0.0394979 0.0338769 0.0258981 0.0220313 0.0161934 0.0131943 0.00950665 0.00779017 0.00641322 
480 0.219125 0.176826 0.136147 0.104824 0.0792959 0.0627247 0.048449 0.0405748 0.0314186 0.0267149 0.0202008 0.017039 0.0123266 0.00997912 0.00765759 0.00669606 
500 0.218322 0.176494 0.137939 0.104877 0.0810453 0.06174 0.0498439 0.0384029 0.0324468 0.024902 0.0209659 0.0156246 0.012934 0.00968455 0.00800792 0.00677041 
520 0.216859 0.177254 0.137907 0.106555 0.080717 0.0633171 0.0483682 0.0398122 0.0304516 0.025727 0.0194742 0.0164106 0.0121437 0.010121 0.00790633 0.00697618 
540 0.215813 0.176407 0.139268 0.106571 0.0824667 0.0624559 0.049873 0.03805 0.0316216 0.0241116 0.02036 0.0152049 0.0128499 0.00957069 0.00833841 0.00703767 
560 0.214132 0.176686 0.138954 0.108193 0.0821551 0.0640752 0.048771 0.0392918 0.0300482 0.0251845 0.0189202 0.0160745 0.0119047 0.0102304 0.00797678 0.00740382 
580 0.21286 0.175748 0.139913 0.107935 0.083862 0.0635227 0.0500858 0.0381623 0.031242 0.023657 0.0199477 0.0148435 0.0127366 0.00962069 0.00845743 0.00740692 
600 0.211141 0.17559 0.139539 0.109328 0.0834438 0.0651355 0.0492898 0.0394396 0.0299943 0.0246976 0.0186521 0.0158291 0.0118746 0.0102329 0.00818076 0.00763168 
620 0.209619 0.174712 0.140075 0.109095 0.0850237 0.064547 0.0508387 0.0384809 0.0310735 0.0235052 0.019708 0.0147108 0.0126175 0.00970334 0.00868002 0.00760995 
640 0.207897 0.174239 0.139713 0.110115 0.0847012 0.0661951 0.0501021 0.0397034 0.0301627 0.0246099 0.0185159 0.0156591 0.0118467 0.0102866 0.00841455 0.00783928 
660 0.206307 0.173249 0.140026 0.109916 0.0861042 0.0656761 0.0515333 0.0390224 0.0312473 0.0236188 0.0194837 0.0147343 0.0126575 0.00980145 0.00879747 0.00782557 
680 0.204573 0.172639 0.139513 0.110836 0.0858207 0.067081 0.0509586 0.0402866 0.0304568 0.0246738 0.0186706 0.0155739 0.0119029 0.0104517 0.00856004 0.0080029 
700 0.202975 0.171571 0.13971 0.110564 0.0869693 0.0667411 0.0523739 0.0396371 0.0315507 0.0239127 0.0195638 0.0148318 0.0126879 0.00998162 0.00895452 0.00797633 
720 0.201178 0.1709 0.1392 0.111219 0.0868043 0.0680148 0.0518953 0.040896 0.03096 0.0248535 0.0188511 0.0157034 0.0121128 0.01046 0.00879562 0.00815608 
740 0.19958 0.169799 0.139234 0.110993 0.0877591 0.0677679 0.0531603 0.0403872 0.0320712 0.0242331 0.0197833 0.0150198 0.0127512 0.0101871 0.00903086 0.00824303 
760 0.197824 0.169119 0.138643 0.111477 0.0875784 0.0689464 0.0527905 0.0416487 0.0314647 0.0252714 0.019161 0.0158378 0.0122968 0.0106024 0.0089425 0.00839613 
780 0.196286 0.16793 0.138583 0.111264 0.0884038 0.0686691 0.0540758 0.0411141 0.0326865 0.0246888 0.02004 0.0153255 0.0128796 0.0104107 0.00921564 0.00842769 
800 0.194566 0.167162 0.138015 0.111638 0.0882738 0.069722 0.0536796 0.0424281 0.0320879 0.025749 0.0195193 0.0160861 0.0125437 0.0107522 0.00920409 0.00857363 
820 0.192979 0.166126 0.137797 0.111378 0.088987 0.0695194 0.054921 0.0418881 0.0333382 0.0252131 0.020445 0.0156174 0.0131279 0.0105879 0.00943522 0.00863905 
840 0.19141 0.165197 0.137268 0.111627 0.0887999 0.0705507 0.0545579 0.0431854 0.032767 0.0263065 0.0199648 0.016392 0.012771 0.0110328 0.00938789 0.00878204 
860 0.189857 0.164189 0.136969 0.111352 0.0894955 0.0702777 0.0557139 0.0427355 0.0340139 0.0258028 0.0208545 0.0159954 0.0134051 0.0107879 0.00972096 0.00882962 
880 0.188293 0.163295 0.136381 0.111603 0.0892656 0.0712515 0.0553631 0.0439324 0.0335542 0.0268212 0.0204777 0.0167217 0.0130997 0.0113017 0.00957329 0.00906509 
900 0.186792 0.162261 0.136098 0.111222 0.089927 0.0710123 0.0564433 0.043591 0.0346108 0.0264718 0.0213071 0.0164459 0.0136934 0.011084 0.00993462 0.00910591 
920 0.185271 0.161398 0.135443 0.111459 0.0896566 0.0718806 0.0562077 0.044656 0.034327 0.0273709 0.0210097 0.0171245 0.0134565 0.0115895 0.00984986 0.00929989 
940 0.183835 0.160347 0.135166 0.11107 0.0902094 0.071671 0.0571731 0.0444026 0.0353132 0.027092 0.0218079 0.0168697 0.0140706 0.0113889 0.0102313 0.00935173 
960 0.182364 0.159519 0.134495 0.111208 0.0899907 0.0724309 0.0569891 0.045378 0.0350546 0.0279916 0.0215509 0.0175468 0.0138506 0.0119103 0.0101608 0.00956033 
980 0.180994 0.158441 0.134223 0.110832 0.090399 0.0723126 0.0578563 0.0451621 0.035994 0.0277434 0.0223491 0.0173188 0.0144667 0.0117706 0.0105099 0.00962781 
1000 0.179564 0.157644 0.133502 0.110943 0.0902256 0.0729129 0.0577302 0.0461078 0.0357682 0.0286173 0.0220779 0.0180799 0.0142477 0.0122337 0.0105155 0.00983015 
1020 0.178251 0.156565 0.133229 0.110518 0.0906261 0.0727966 0.0585065 0.0459333 0.0366806 0.0283766 0.0229033 0.017841 0.0148758 0.0121315 0.0107968 0.00996906 
1040 0.176865 0.155797 0.13252 0.110622 0.0903475 0.0734278 0.0583609 0.0467782 0.0365162 0.0292488 0.0226723 0.0185398 0.0147122 0.0126062 0.0108143 0.0101714 
1060 0.175571 0.154816 0.13218 0.110188 0.0907562 0.0732113 0.0591378 0.0466273 0.0373748 0.0290576 0.0234648 0.0183486 0.0152757 0.0125353 0.0111767 0.0102786 
1080 0.174262 0.153988 0.131548 0.110224 0.0904596 0.0738427 0.0589559 0.04748 0.037174 0.0298865 0.0233134 0.0190016 0.0151848 0.0129801 0.011195 0.0105047 
1100 0.173028 0.153013 0.131178 0.109814 0.0908313 0.0736024 0.0597324 0.0472908 0.0380166 0.0297498 0.023993 0.0189183 0.015713 0.0129452 0.0115515 0.0106234 
1120 0.171733 0.152265 0.130492 0.109849 0.0905345 0.0742114 0.0595179 0.0481011 0.0378902 0.0304813 0.0239199 0.0195011 0.015654 0.0134048 0.0115585 0.0108863 
1140 0.17056 0.151271 0.130192 0.109378 0.0908604 0.0739855 0.0602302 0.0479634 0.0386641 0.0303842 0.0245829 0.0194381 0.0161877 0.0133493 0.0119378 0.0110168 
1160 0.169332 0.150524 0.129494 0.109393 0.0905683 0.0745076 0.0600789 0.0487079 0.0385488 0.0311072 0.0245047 0.0200451 0.0161305 0.0138198 0.0119754 0.0112626 
1180 0.168175 0.149589 0.129151 0.108947 0.0908422 0.0743135 0.0607442 0.0485755 0.0392844 0.0310122 0.0251768 0.0199787 0.0166506 0.0138105 0.0123495 0.0114008 
1200 0.166997 0.148858 0.128465 0.108944 0.0905453 0.0748153 0.06058 0.0492769 0.0391729 0.0317207 0.0250971 0.0205842 0.0166139 0.01427 0.0123841 0.0116764 
1220 0.165885 0.14795 0.128121 0.108469 0.0908271 0.0746095 0.0611846 0.0491413 0.0399068 0.0316282 0.0257582 0.0205274 0.017156 0.0142425 0.0127657 0.0118272 
1240 0.164726 0.147241 0.127462 0.108467 0.0905096 0.0750564 0.0610394 0.0498128 0.0397949 0.0323542 0.0256596 0.0211354 0.0171142 0.0147163 0.0128265 0.0120844 
1260 0.163673 0.146329 0.127127 0.108022 0.0907354 0.0748498 0.0616013 0.0497111 0.0404957 0.0322256 0.026356 0.0210654 0.017639 0.014725 0.0132057 0.0122389 
1280 0.162553 0.14565 0.126478 0.107971 0.0904553 0.0752475 0.0614473 0.0503695 0.040381 0.0329271 0.0262588 0.0216566 0.0176339 0.0151883 0.0132587 0.0125232 
1300 0.161543 0.144764 0.126134 0.107544 0.0906343 0.0750286 0.0620031 0.0502359 0.041063 0.0328469 0.0269083 0.021607 0.0181446 0.0152108 0.0136463 0.0126861 
1320 0.160467 0.144102 0.125504 0.107466 0.0903321 0.0754237 0.0618505 0.0508556 0.0409572 0.0335145 0.0268449 0.0221928 0.0181313 0.0156699 0.013735 0.0129539 
1340 0.159472 0.14327 0.125153 0.107014 0.0905171 0.0752178 0.0623604 0.0507273 0.0416263 0.0334312 0.0274511 0.0221788 0.0186372 0.0157067 0.0141106 0.0131267 
1360 0.158461 0.142567 0.124559 0.106956 0.0902071 0.0755694 0.0621936 0.0513409 0.0415211 0.0340709 0.0274041 0.0227168 0.0186714 0.0161548 0.0141905 0.0134157 
1380 0.157487 0.141784 0.124175 0.10654 0.0903587 0.0753517 0.0626997 0.0512052 0.0421496 0.0339955 0.0280179 0.0227109 0.0191711 0.0161886 0.0145704 0.0135944 
1400 0.156497 0.141119 0.123598 0.106428 0.0900794 0.0756846 0.0625451 0.0517742 0.0420444 0.0346191 0.0279779 0.0232721 0.0191628 0.0166371 0.0146936 0.0138666 
1420 0.155561 0.140354 0.123227 0.106012 0.0901953 0.0755062 0.0629788 0.0516646 0.042643 0.034568 0.0285526 0.0232478 0.0196945 0.0166923 0.0150241 0.0140785 
