20 0 0 0 0 1 0 0 0 
40 0 0 0 0.563946 0.161998 0.274056 0 0 
60 0 0 0.381759 0.157837 0.271983 0.105407 0.0830147 0 
80 0 0.276766 0.131749 0.232644 0.156125 0.137303 0.0357914 0.0296205 
100 0.210057 0.105128 0.190457 0.168284 0.154425 0.08137 0.0653336 0.0249456 
120 0.248726 0.164027 0.155764 0.150255 0.106184 0.0929624 0.0451728 0.0369095 
140 0.284571 0.193293 0.143957 0.116604 0.105663 0.0658495 0.0558201 0.0342417 
160 0.306576 0.204565 0.141992 0.111171 0.0823694 0.0711901 0.0430091 0.0391274 
180 0.314407 0.214167 0.145725 0.102204 0.0818857 0.056964 0.048493 0.0361549 
200 0.317198 0.220288 0.147107 0.104174 0.0724342 0.058803 0.0427342 0.0372618 
220 0.3164 0.223232 0.151413 0.101436 0.074781 0.0525688 0.0438073 0.0363621 
240 0.313613 0.224958 0.153072 0.105425 0.0709519 0.0547007 0.0408354 0.0364441 
260 0.309393 0.226018 0.156111 0.104329 0.0747104 0.0517816 0.0423801 0.0352775 
280 0.304873 0.225642 0.157215 0.108182 0.072901 0.0550825 0.0400854 0.0360184 
300 0.299573 0.225222 0.158734 0.108658 0.0768975 0.0531993 0.0423468 0.0353702 
320 0.294737 0.223633 0.159615 0.111738 0.0762057 0.0563073 0.0416659 0.0360974 
340 0.28949 0.222318 0.160649 0.112401 0.0796088 0.0556658 0.0433493 0.0365183 
360 0.284468 0.220495 0.161001 0.114557 0.0798849 0.0585402 0.043582 0.0374725 
380 0.279551 0.218715 0.161429 0.115304 0.0823859 0.0587228 0.0455858 0.0383059 
400 0.274872 0.21673 0.161469 0.116769 0.0832783 0.0609967 0.0460343 0.0398499 
420 0.270374 0.214645 0.16145 0.117791 0.0849329 0.0618136 0.0482293 0.0407642 
440 0.265829 0.21283 0.161151 0.118861 0.0861566 0.0637697 0.0489997 0.0424032 
460 0.261527 0.210627 0.161189 0.119559 0.0877008 0.0648584 0.0508342 0.0437042 
480 0.257465 0.208678 0.160645 0.120365 0.0888506 0.0665708 0.0521045 0.0453219 
500 0.253539 0.206577 0.160414 0.120885 0.090139 0.0679915 0.053804 0.0466503 
520 0.249703 0.204812 0.15981 0.121445 0.091303 0.0695034 0.0552115 0.0482131 
540 0.246147 0.202751 0.159498 0.121913 0.0923729 0.070808 0.0567738 0.0497361 
560 0.242652 0.200954 0.158848 0.122459 0.0934231 0.0721475 0.058212 0.0513047 
580 0.239366 0.199025 0.158353 0.12282 0.0945095 0.0734164 0.0596827 0.0528277 
600 0.236177 0.197259 0.157814 0.123249 0.0952407 0.0748193 0.0610978 0.0543425 
620 0.233156 0.195511 0.157259 0.123489 0.0962854 0.0759125 0.0625627 0.0558254 
640 0.230167 0.193929 0.15662 0.123854 0.0969818 0.077174 0.0639671 0.0573076 
660 0.227414 0.192219 0.156108 0.123912 0.0980053 0.078242 0.0653369 0.0587629 
680 0.224746 0.190675 0.155389 0.124276 0.0985916 0.0795324 0.0666059 0.0601837 
700 0.222147 0.189068 0.15497 0.124328 0.0995105 0.0804765 0.0679639 0.0615363 
720 0.219663 0.187636 0.154284 0.124668 0.10003 0.0816186 0.0691244 0.0629756 
740 0.217273 0.186128 0.153886 0.124612 0.100857 0.0825507 0.0704123 0.0642811 
760 0.21499 0.184798 0.153115 0.124981 0.101317 0.0836085 0.0716126 0.0655783 
780 0.212797 0.183341 0.152766 0.124918 0.102038 0.0845199 0.0727894 0.0668306 
800 0.210611 0.18219 0.152078 0.125112 0.102609 0.0854117 0.0739386 0.0680491 
820 0.208659 0.180752 0.151718 0.125133 0.103164 0.08634 0.0749975 0.0692372 
840 0.206641 0.179644 0.151073 0.125298 0.103708 0.0872117 0.0760006 0.0704233 
860 0.204769 0.178418 0.150652 0.125319 0.104238 0.0879937 0.077087 0.0715229 
880 0.202982 0.177262 0.150105 0.125436 0.104703 0.088809 0.0780851 0.0726187 
900 0.20123 0.17614 0.149683 0.125408 0.105228 0.089599 0.0790428 0.0736686 
920 0.19953 0.17509 0.149155 0.125565 0.105622 0.0903458 0.0799672 0.0747248 
940 0.197901 0.174061 0.14875 0.125511 0.106125 0.0910618 0.0808712 0.0757183 
960 0.196375 0.173033 0.148252 0.125611 0.106512 0.0917705 0.0817744 0.0766713 
980 0.194867 0.172054 0.147827 0.12565 0.106923 0.0924648 0.0826082 0.0776049 
1000 0.193402 0.171119 0.147436 0.12565 0.107338 0.0930927 0.0834284 0.0785333 
1020 0.191991 0.170219 0.147003 0.125709 0.10766 0.0937564 0.0842483 0.0794126 
1040 0.190634 0.169325 0.146652 0.125661 0.108067 0.094371 0.0850235 0.0802666 
1060 0.189314 0.168495 0.146215 0.125766 0.10836 0.0949654 0.0858 0.0810857 
1080 0.188087 0.167607 0.14588 0.125736 0.10875 0.0955064 0.086511 0.0819233 
1100 0.18685 0.166848 0.145484 0.125768 0.109048 0.096096 0.0872032 0.0827032 
1120 0.185677 0.166087 0.145114 0.125758 0.109397 0.0965973 0.0879252 0.0834442 
1140 0.184544 0.165335 0.144756 0.125784 0.10965 0.0971676 0.0885525 0.0842119 
1160 0.183441 0.164607 0.144417 0.125767 0.109982 0.0976461 0.0892244 0.0849148 
1180 0.182372 0.163904 0.144098 0.125797 0.110221 0.0981514 0.089849 0.0856082 
1200 0.181336 0.163226 0.143783 0.125789 0.110522 0.0985899 0.0904814 0.0862724 
1220 0.180336 0.162566 0.143462 0.125812 0.110772 0.0990882 0.091011 0.0869536 
1240 0.179367 0.161919 0.143163 0.125806 0.111063 0.0994839 0.0916312 0.0875658 
1260 0.178426 0.161299 0.142883 0.125805 0.111265 0.0999684 0.0921666 0.0881876 
1280 0.177539 0.160676 0.142591 0.125795 0.111534 0.100344 0.0927241 0.0887965 
1300 0.176659 0.160099 0.142293 0.12581 0.111747 0.100786 0.0932205 0.0893856 
1320 0.175808 0.159522 0.14203 0.125816 0.11198 0.101146 0.0937649 0.0899341 
